numero_registro;sector;tipo;subtipo;denominacion;plazas_autorizadas_numero;municipio_codigo;municipio_nombre;direccion_via_tipo;direccion_via_codigo;direccion_via_nombre;direccion_portal;direccion_codigo_postal;direccion_mancomunidad;direccion_area;direccion_distrito;direccion_demarcacion;direccion_zonass;direccion_coor_y;direccion_coor_x;contacto_telefono;contacto_correo;entidad_denominacion;entidad_nif;entidad_naturaleza;tipo_gestion
C7840;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO SOCIOCULTURAL DEL PENSIONISTA;70;079;Madrid;CALLE;06547;de Zurbano;73;28010;;Madrid capital;Chamberí;Chamberí 1;Almagro;4476557;441218;915315511;madrid.dirprov.ism@seg-social.es;DIRECCION PROVINCIAL DEL INSTITUTO SOCIAL DE LA MARINA DE MADRID;Q2819017A;PÚBLICA;PRIVADA TOTAL
C7841;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;RESIDENCIA PARA MAYORES ONACARE VELILLA;142;167;Velilla de San Antonio;AVDA;00271;de los Carpinteros;4;28891;MANCOMUNIDAD MEJORADA-VELILLA;Este;Centro-Este;Mejorada del Campo;Velilla de San Antonio;4467407;459511;910327688 654322750;"velilla@onacare.es;sdirvelilla@onacare.es";RESIDENCIA DE TERCERA EDAT L'ONADA S. L.;B43514504;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7844;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ENVERA PABLO IGLESIAS;5;006;Alcobendas;AVDA;E0030;de Pablo Iglesias;22;28100;;Norte;Nordeste;Alcobendas;Zona Básica 4;4489494;444483;917479226 - 630100146 - 660 531 774;"ana.magallo@grupoenvera.org;sergio.gallardo@grupoenvera.org";ENVERA-ASOCIACION DE EMPLEADOS DE IBERIA PADRES DE PERSONAS CON DISCAPACIDAD;G28641116;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7845;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO SAMU ESPERANZA;14;079;Madrid;CALLE;04074;de Milán;4;28043;;Madrid capital;Hortaleza;Hortaleza;Pioveras;4478543;445089;913000580-680287972;"direccion.esperanza@samu.es;fundacion@samu.es";FUNDACION SAMU;G41914243;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7854;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA ALBERTIA MIRASIERRA;35;079;Madrid;CALLE;10978;de Rosalía de Castro;80;28035;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Peñagrande;4481688;437820;913876550;lcollazo@albertia.es;ALBERTIA SERVICIOS SOCIOSANITARIOS S.A.;A99327686;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7863;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;FUNDACION JUAN XXIII RONCALLI PROYECTO DE VIDA INDEPENDIENTE;2;079;Madrid;CALLE;03936;de los Mártires de la Ventilla;122;28029;;Madrid capital;Tetuán;Tetuán 2;Almenara;4480423;441026;914137240 - 606 610 417;mcgomez@fundacionjuan23.org;FUNDACION JUAN XXIII RONCALLI;G78280880;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7864;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA STIMA PRINCESA;85;079;Madrid;CALLE;00845;de Blasco de Garay;19;28015;;Madrid capital;Chamberí;Chamberí 2;Gaztambide;4475965;439626;913578814-665135947;info@stimamayores.es;STIMA MAYORES S. L.;B86786910;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7865;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;FUNDACION JUAN XXIII RONCALLI PISO DE ENTRENAMIENTO VIVO;3;079;Madrid;AVDA;45839;de la Gran Vía del Este;9;28032;;Madrid capital;Vicálvaro;Vicálvaro;Casco Histórico de Vicálvaro;4472475;449323;606 610 417;mcgomez@fundacionjuan23.org;FUNDACION JUAN XXIII RONCALLI;G78280880;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7868;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA MIAL SALUD GALAPAGAR;26;061;Galapagar;AVDA;A0263;de los Voluntarios;50;28260;;Oeste;Noroeste;San Lorenzo de El Escorial;Galapagar;4492143;415297;918597575  630147703;mialsl@mialsalud.com;MIAL S.L;B78823200;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7869;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;RESIDENCIA DE PERSONAS MAYORES MIAL SALUD GALAPAGAR;152;061;Galapagar;AVDA;A0263;de los Voluntarios;50;28260;;Oeste;Noroeste;San Lorenzo de El Escorial;Galapagar;4492143;415297;918597575  630147703;"mialsl@mialsalud.com;nuria.alberquilla@mialsalud.com";MIAL S.L;B78823200;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7874;Presos y ex reclusos;CENTROS RESIDENCIALES;PISOS TUTELADOS;PADRE GARRALDA PISO TUTELADO PROGRAMA ELLACURIA;10;123;Rivas-Vaciamadrid;CALLE;00806;Antonio López;48;28521;;Este;Sureste;Rivas-Vaciamadrid;Rivas-Vaciamadrid I;4465330;455824;914997432-656806141;cfavieres@horizontesabiertos.org;FUNDACION PADRE GARRALDA - HORIZONTES ABIERTOS;G83618850;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7877;Refugiados y asilados;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO PROVIVIENDA LEON FELIPE;7;079;Madrid;CALLE;11256;de León Felipe;18;28038;;Madrid capital;Puente de Vallecas;Puente de Vallecas 2;Palomeras Sureste;4470937;445980;915570137;provivienda@provivienda.org;ASOCIACION PROVIVIENDA;G79408696;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7883;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;SERCADE VIVIENDA CASA BOZA;12;079;Madrid;PASEO;05651;de Santa María de la Cabeza;115;28026;;Madrid capital;Usera;Usera;Moscardó;4471327;439754;913690000-639147928;inmaculada.martin@sercade.org;ASOCIACION SERVICIO CAPUCHINO PARA EL DESARROLLO Y LA SOLIDARIDAD - SERCADE;G82192287;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7890;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES;ATENCION COGNITIVA LAGUNA, RESIDENCIA DE PERSONAS MAYORES;33;079;Madrid;CALLE;45328;del Concejal Francisco José Jiménez Martín;128;28047;;Madrid capital;Latina;Latina 1;Lucero;4472494;436624;915099137;"mlasa@lagunacuida.org;administracion@lagunacuida.org";FUNDACIÓN VIANORTE-LAGUNA;G84554302;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7891;Otros grupos en situación de necesidad;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;COMEDOR SOLIDARIO TORREJON DE ARDOZ;16;148;Torrejón de Ardoz;CALLE;00236;Soria;5;28850;;Este;Centro-Este;Torrejón de Ardoz;Las Fronteras-San José;4478386;459249;916757020-609236035;comedorsolidariofuensanta@gmail.com;ASOCIACION COMEDOR SOLIDARIO TORREJON DE ARDOZ;G84658368;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7893;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;FUNDACION EL ARCA MADRID HOGAR ATECA;8;006;Alcobendas;CALLE;A0020;de Ateca;8;28108;;Norte;Nordeste;Alcobendas;Zona Básica 1;4487153;447129;699937830;director.comunidad@fundacionelarcademadrid.es;FUNDACION EL ARCA DE MADRID;G86644127;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7895;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;HOGAR TEMPORAL MH 21 PROGRAMA IMPULSA;3;079;Madrid;CALLE;03908;de Martín de los Heros;21;28008;;Madrid capital;Moncloa-Aravaca;Moncloa;Argüelles;4475209;439395;915489580;gestion.activos@caritasmadrid.org;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7896;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;RESIDENCIA DE PERSONAS MAYORES ALEGRIA;86;006;Alcobendas;AVDA;00832;de la Magia;16;28100;;Norte;Nordeste;Alcobendas;Zona Básica 4;4489624;444365;910482847-679920648;alegria@residenciaalegria.es;ALEGRIA SERVICIOS ASISTENCIALES SL;B87163804;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7897;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA ALEGRIA;33;006;Alcobendas;AVDA;00832;de la Magia;16;28100;;Norte;Nordeste;Alcobendas;Zona Básica 4;4489624;444365;910482847-679920648;"alegria@residenciaalegria.es; info@residenciaalegria.es";ALEGRIA SERVICIOS ASISTENCIALES SL;B87163804;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7905;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO MUNICIPAL DEL MAYOR VALDELAGUNA;22;157;Valdelaguna;CALLE;00056;de los Colegios;2;28391;MANCOMUNIDAD MISECAM;Este;Sureste;Villarejo de Salvanés;Perales de Tajuña;4445453;468443;"918937099;676257595";centrodediavaldelaguna@gmail.com;AYUNTAMIENTO DE VALDELAGUNA;P2815700F;PÚBLICA;PRIVADA CON PLAZAS CONCERTADAS
C7913;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA AMÁS SOCIAL ALCALDE SATURNINO II;5;074;Leganés;CALLE;C0040;del Alcalde Saturnino del Yerro Alonso;46;28914;;Sur;Leganés;Leganés I;Campo Claro/Batallas;4462748;433072;630794346;maria.osorio@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7914;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA AMÁS SOCIAL FRANCISCO RABAL III;3;074;Leganés;CALLE;03139;Francisco Rabal;13;28918;;Sur;Leganés;Leganés I;Campo Claro/Batallas;4465582;434951;630794346;maria.osorio@grupoamas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7917;Familia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO ASISPA LUIS DE HOYOS SAINZ;9;079;Madrid;CALLE;09757;de Luis de Hoyos Sáinz;168;28030;;Madrid capital;Moratalaz;Moratalaz;Pavones-Horcajo;4472706;446607;604866091;;ASOCIACION SERVICIO INTEGRAL SECTORIAL PARA ANCIANOS (ASISPA);G28702504;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7920;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA ALTAGRACIA II;35;022;Boadilla del Monte;CTRA;A0018;de Boadilla-Majadahonda;12;28660;;Oeste;Suroeste;Villaviciosa de Odón;Boadilla del Monte;4473156;425504;916333334 649095472;gerencia@residenciasaltagracia.es;SERVICIOS ASISTENCIALES ALTA GRACIA S. L.;B87030755;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C7921;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA RUTAS;4;079;Madrid;CALLE;00553;de Argente;18;28053;;Madrid capital;Puente de Vallecas;Puente de Vallecas 1;San Diego;4471765;443275;911941004 676096206;"acsocial@creandohuellas.org;v.blazquez@creandohuellas.org";ASOCIACION CREANDO HUELLAS;G86067659;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7922;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO JÓVENES II PROGRAMA ATLANTIS;5;079;Madrid;CALLE;40658;de Padul;8;28041;;Madrid capital;Usera;Usera;Orcasur;4468668;440599;620481382 609069106;"cesarmartinez@nuevofuturosirio.org;ainaratemprano@nuevofuturosirio.org";ASOCIACION NUEVO FUTURO-SIRIO;G81861858;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7932;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES CAMPAMENTO;270;079;Madrid;CTRA;00849;de Boadilla del Monte;13;28024;;Madrid capital;Latina;Latina 3;Campamento;4472295;434853;915120171;gdlatina@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C7933;Personas mayores;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;CENTRO DE DIA MARCA VIDA;80;079;Madrid;CALLE;03171;de José Picón;21;28028;;Madrid capital;Salamanca;Salamanca 1;Guindalera;4476310;443013;617381827;m.caparros.ramos@gmail.com;MARCA VIDA S. L.;B88578935;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7934;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;HOGAR TEMPORAL MONDARIZ, 3 PROGRAMA IMPULSA;3;079;Madrid;PLAZA;09006;de Mondariz;3;28029;;Madrid capital;Fuencarral-El Pardo;Fuencarral 1;El Pilar;4481121;440217;915489580;gestion.activos@caritasmadrid.org;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7939;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO MI PROYECTO JUAN XXIII;3;079;Madrid;AVDA;45839;de la Gran Vía del Este;9;28032;;Madrid capital;Vicálvaro;Vicálvaro;Casco Histórico de Vicálvaro;4472453;449304;606610417;mcgomez@fundacionjuan23.org;FUNDACION JUAN XXIII RONCALLI;G78280880;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7942;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES LUCERO;374;079;Madrid;CALLE;01242;de Castroserna;4;28047;;Madrid capital;Latina;Latina 1;Lucero;4472624;436417;914798211;dgmayores@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C7947;Mujer;CENTROS RESIDENCIALES;PISOS TUTELADOS;RECURSO CONVIVENCIAL  CRUZ ROJA;9;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;;Madrid capital;Retiro;Retiro;Ibiza;RESERVADO;RESERVADO;RESERVADO;loly.belenguer@cruzroja.es/cruzroja.inspeccion@cruzroja.es;CRUZ ROJA ESPAÑOLA;Q2866001G;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7948;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES CERRO BERMEJO;476;079;Madrid;CALLE;04719;de Pericles;6;28011;;Madrid capital;Latina;Latina 1;Puerta del Ángel;4473447;438045;914798211;gdlatina@madrid.es;AYUNTAMIENTO DE MADRID;P2807900B;PÚBLICA;PRIVADA TOTAL
C7950;Personas sin hogar;CENTROS RESIDENCIALES;PISOS TUTELADOS;HOGAR TEMPORAL VILLAMANIN PROGRAMA IMPULSA;4;079;Madrid;CALLE;06386;de Villamanín;46;28011;;Madrid capital;Latina;Latina 1;Lucero;4473168;436073;915489580;gestion.activos@caritasmadrid.org;CARITAS DIOCESANA DE MADRID;R2800135B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7951;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA COLISEE SIMANCAS;42;079;Madrid;CALLE;01230;del Castillo de Simancas;2;28037;;Madrid capital;San Blas;San Blas;Simancas;4475399;446804;911732284;dsimancas@colisee.es;LA SALETA CARE, S.L.;B96648563;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7952;Personas con enfermedad mental crónica;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;CRPS COLISEE SIMANCAS;90;079;Madrid;CALLE;01230;del Castillo de Simancas;2;28037;;Madrid capital;San Blas;San Blas;Simancas;4475399;446804;916538428;jc@grupomedinaceli.com;LA SALETA CARE, S.L.;B96648563;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7953;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO SAMU BRENES (MENAS);14;079;Madrid;CALLE;04823;del Pintor Brenes;2;28043;;Madrid capital;Hortaleza;Hortaleza;Pinar del Rey;4479863;444764;"669665645 ;910588147";d.desarrollo@samu.es;FUNDACION SAMU;G41914243;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7956;Personas con discapacidad física;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO PARA LA AUTONOMÍA PERSONAL FAMMA I;3;079;Madrid;CALLE;06499;de Yerós;3;28029;;Madrid capital;Tetuán;Tetuán 2;Almenara;4480208;440798;918199953 665996003;presidencia@famma.org;FEDERACIÓN DE ASOCIACIONES DE PERSONAS CON DISCAPACIDAD FÍSICA Y ORGÁNICA DE LA COMUNIDAD DE MADRID (FAMMA-COCEMFE MADRID);G78875408;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7957;Adolescencia;CENTROS RESIDENCIALES;PISOS TUTELADOS;PISO TUTELADO SAMU CLARIN (MENAS);14;079;Madrid;CALLE;10879;de Leopoldo Alas Clarín;23;28035;;Madrid capital;Fuencarral-El Pardo;Fuencarral 2;Peñagrande;4481337;437796;683155875;d.desarrollo@samu.es;FUNDACION SAMU;G41914243;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7964;Infancia y Adolescencia;CENTROS DE REHABILITACIÓN;CENTROS DE ATENCIÓN;CENTRO DE ATENCION TEMPRANA INTERACTUA;10;903;Tres Cantos;SECT;00011;Músicos;16;28760;;Norte;Sierra;Tres Cantos;Tres Cantos I;4495311;439266;627334058;info@centrointeractua.com;CENTRO DE ATENCION TEMPRANA INTERACTUA S.L.;B56719354;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C7965;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA AMAS SOCIAL ALCALDE SATURNINO DEL YERRO ALONSO III;5;074;Leganés;CALLE;C0040;del Alcalde Saturnino del Yerro Alonso;46;28914;;Sur;Leganés;Leganés I;Campo Claro/Batallas;4462748;433072;630794346;maria.osorio@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7969;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;PISOS TUTELADOS;VIVIENDA PARA LA AUTONOMÍA PERSONAL ESFERA3;3;074;Leganés;CALLE;03139;Francisco Rabal;13;28918;;Sur;Leganés;Leganés I;Campo Claro/Batallas;4465582;434951;91 694 35 12;"info@fundacionesfera.com;smartinez@fundacionesfera.com";FUNDACION ESFERA;G78316312;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7978;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;VIVIENDAS COMUNITARIAS;VIVIENDA COMUNITARIA AMÁS SOCIAL FRANCISCO RABAL IV;6;074;Leganés;CALLE;03139;Francisco Rabal;13;28918;;Sur;Leganés;Leganés I;Campo Claro/Batallas;4465582;434951;630794346;maria.osorio@fundacion-amas.org;FUNDACION AMAS SOCIAL;G83160416;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7980;Personas con enfermedad mental crónica;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;CENTRO REHABILITACIÓN LABORAL FUNDACIÓN JUAN XXIII;45;079;Madrid;AVDA;45839;de la Gran Vía del Este;1;28032;;Madrid capital;Vicálvaro;Vicálvaro;Casco Histórico de Vicálvaro;4472658;449487;910299987 - 617941676;aarribas@fundacionjuan23.org;FUNDACION JUAN XXIII RONCALLI;G78280880;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7981;Personas con enfermedad mental crónica;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;CENTRO DE REHABILITACIÓN PSICOSOCIAL MAJADAHONDA;30;080;Majadahonda;CALLE;01349;Santa Lucía;11;28220;;Oeste;Noroeste;Majadahonda;Majadahonda (A);4480407;426055;619451899;direccion.crpsmajadahonda@grupo5.net;GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.;A78867371;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7982;Personas con discapacidad intelectual;CENTROS OCUPACIONALES;CENTROS OCUPACIONALES GENÉRICOS;CENTRO OCUPACIONAL D. JUAN AGUDO VALTIERRA;330;065;Getafe;CALLE;C0135;Gertrude Elión;6;28906;;Sur;Getafe;Centro Norte;Margaritas;4458549;437061;916815511 607750125;apanid@apanid.es;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7983;Personas con enfermedad mental crónica;CENTROS DE REHABILITACIÓN;CENTROS DE REHABILITACIÓN: OTROS;CRL SAN MIGUEL;37;079;Madrid;CALLE;00582;de Arturo Soria;204;28033;;Madrid capital;Ciudad Lineal;Ciudad Lineal 3;Colina;4479032;444020;914135011 690018728;anacarolina.martinez@fundacionhospitala;FUNDACION HOSPITALARIAS;R2802790B;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS
C7985;Personas con discapacidad intelectual;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA D. JUAN AGUDO VALTIERRA;54;065;Getafe;CALLE;C0135;Gertrude Elión;6;28906;;Sur;Getafe;Centro Norte;Margaritas;4458549;437061;916815511 607750125;apanid@apanid.es;ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID);G28389443;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA + PEVS
C7992;Mujer;CENTROS RESIDENCIALES;PISOS TUTELADOS;DIACONIA PISO TUTELADO PROYECTO ADAMA SAN LUIS;11;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;RESERVADO;;Madrid capital;Retiro;Retiro;Ibiza;RESERVADO;RESERVADO;RESERVADO;susana.olay@diaconia.es;DIACONIA;R2802129C;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C7997;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;RESIDENCIA LOS VAQUEIROS PARA PERSONAS CON ENFERMEDAD MENTAL;14;090;Moralzarzal;CALLE;A0173;Peñazarzal Sur;10;28411;MANCOMUNIDAD THAM;Norte;Sierra;Torrelodones;Moralzarzal;4503575;418556;918576408 652985850;vtvilluercas@gmail.com;EQUIPO PROFESIONAL DE INTERVENCIÓN COMUNITARIA;B84001122;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
C8004;Personas con enfermedad mental crónica;CENTROS RESIDENCIALES;OTRAS RESIDENCIAS;CENTRO BELMONTE  UNICAS;41;079;Madrid;CALLE;00779;de Belmonte de Tajo;52;28019;;Madrid capital;Carabanchel;Carabanchel 1;Opañel;4471413;438885;915608949 659484715;"unicas@ambitos.social;gestion@ambitos.social;fundacionambitos@gmail.com";FUNDACIÓN ÁMBITOS;G85643849;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C8005;Personas mayores;CENTROS DE DÍA;HOGARES Y CLUBES;CENTRO MUNICIPAL DE MAYORES RAICES III;69;172;Villalbilla;PLAZA;00411;de la Urba;S/N;28810;;Este;Medio-Este;Campo Real;Torres de la Alameda;;;918859002;asuntos.sociales@ayto-villalbilla.org;AYUNTAMIENTO DE VILLALBILLA;P2817200E;PÚBLICA;PRIVADA TOTAL
C8010;Otros grupos en situación de necesidad;CENTROS RESIDENCIALES;PISOS TUTELADOS;PROGESTION PISO TUTELADO REINSERCION PATOLOGIA DUAL;10;079;Madrid;CALLE;04493;de los Pajaritos;17;28007;;Madrid capital;Retiro;Retiro;Adelfas;4472686;443013;912962057-617546490;ana.joven@dual-patologia.org;ASOCIACION PARA LA PROMOCION Y GESTION DE SERVICIOS SOCIALES GENERALES Y ESPECIALIZADOS PROGESTION;G79437349;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C8017;Otros grupos en situación de necesidad;CENTROS DE DÍA;CENTROS DE DÍA: OTROS;COMEDOR SOCIAL SAN JUAN DE DIOS CIEMPOZUELOS;29;040;Ciempozuelos;AVDA;A0157;de San Juan de Dios;1;28350;MANCOMUNIDAD LAS VEGAS;Este;Sureste;Las Vegas;Ciempozuelos;4445728;447788;918930001-646599099;csjdciempozuelos.ds@sjd.es;CASA COMUNIDAD ORDEN HOSPITALARIA SAN JUAN DE DIOS PROVINCIA BETICA;R2800842C;PRIVADA SIN ÁNIMO DE LUCRO;PRIVADA TOTAL
C8019;Personas con discapacidad física;CENTROS DE REHABILITACIÓN;CENTROS DE RECUPERACIÓN;LESCER, CENTRO DE REHABILITACION;70;079;Madrid;CALLE;45990;de los Padres Dominicos;5;28050;;Madrid capital;Hortaleza;Hortaleza;Valdefuentes;4483961;444330;917398142 630145229;administracion@lescer.es;CENTRO LESCER, S.L.;B81829087;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA CON PLAZAS CONCERTADAS + PEVS
C8028;Personas mayores;CENTROS RESIDENCIALES;RESIDENCIAS DE PERSONAS MAYORES MIXTA;LOS CLAVELES RESIDENCIA DE PERSONAS MAYORES;23;045;Colmenar Viejo;CALLE;A0183;de las Hortensias;2;28770;;Norte;Sierra;Colmenar Viejo;Zona 3: Noroeste;4500361;433852;919353493 677907200;alex-cp-90@hotmail.com;FRANCISCO RAMIRO CORDOVA ELIZALDE;;PRIVADA CON ÁNIMO DE LUCRO;PRIVADA + PEVS
